ID,LevelFormat,TrueXPCost,TrueMaterial1,TrueMaterialCount1,TrueMaterial2,TrueMaterialCount2,TrueMaterial3,TrueMaterialCount3,TrueMaterial4,TrueMaterialCount4,TrueMaterial5,TrueMaterialCount5,TalentNP,UltraXPCost,UltraMaterial1,UltraMaterialCount1,UltraMaterial2,UltraMaterialCount2,UltraMaterial3,UltraMaterialCount3,UltraMaterial4,UltraMaterialCount4,UltraMaterial5,UltraMaterialCount5,UltraTalentNP
173,,200000,epic_fruit,3,,,,,,,,,,,,,,,,,,,,,
174,,1000000,epic_fruit,5,,,,,,,,,285-235-175,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,,
176,Advent,,,,,,,,,,,,,,,,,,,,,,,,
177,,1000000,green_fruit,5,purple_fruit,4,blue_fruit,3,yellow_fruit,7,epic_fruit,4,235-175-175-175-175,2000000,yellow_stone,2,blue_stone,5,yellow_fruit,5,blue_fruit,5,,,
178,BadCollab,,,,,,,,,,,,,,,,,,,,,,,,
179,Advent,,,,,,,,,,,,,,,,,,,,,,,,
180,,1000000,green_fruit,3,yellow_fruit,3,epic_fruit,1,,,,,235-175-175-175-175,,,,,,,,,,,,
181,BadCollab,,,,,,,,,,,,,,,,,,,,,,,,
182,BadCollab,,,,,,,,,,,,,,,,,,,,,,,,
183,Advent,,,,,,,,,,,,,,,,,,,,,,,,
184,BadCollab,,,,,,,,,,,,,,,,,,,,,,,,
185,,1000000,purple_fruit,3,blue_fruit,3,epic_fruit,1,,,,,235-100-235-175-175,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,
187,,1000000,red_fruit,3,yellow_fruit,3,epic_fruit,1,,,,,,,,,,,,,,,,,
188,,1000000,aku_seed,2,purple_fruit,6,epic_fruit,3,,,,,235-100-175-175-175,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,,,,,,,,
191,BadCollab,,,,,,,,,,,,,,,,,,,,,,,,
192,Moneko,,,,,,,,,,,,,,,,,,,,,,,,
193,Moneko,,,,,,,,,,,,,,,,,,,,,,,,
194,,1000000,green_fruit,2,purple_fruit,3,blue_fruit,8,yellow_fruit,7,epic_fruit,4,235-235-235-175-175,,,,,,,,,,,,150-285
195,,1000000,green_fruit,3,purple_fruit,6,blue_fruit,6,yellow_fruit,2,epic_fruit,3,235-235-235-175-175,,,,,,,,,,,,150-285
196,,1000000,green_fruit,3,purple_fruit,4,red_fruit,3,blue_fruit,8,elder_fruit,2,235-100-100-175-175,,,,,,,,,,,,
197,,200000,green_seed,3,purple_seed,2,red_seed,2,yellow_seed,1,blue_fruit,2,95-75-75-50-75,,,,,,,,,,,,
198,,200000,purple_seed,2,red_seed,1,blue_seed,2,yellow_seed,3,green_fruit,2,75-75-50-75-75,,,,,,,,,,,,
199,,500000,green_fruit,1,purple_fruit,2,blue_fruit,4,yellow_fruit,1,epic_fruit,1,125-75-125-125-125,,,,,,,,,,,,
